PESQUISADOR,DESCRIÇÃO
Chang Hung Kiang,"CHANG, H.K.. Comissão Julgadora do Concurso para livre docência junto ao Departamento de Hidráulica e Saneamento, na Área de Hidráulica de Águas Subterrâneas e SHS-5896, Modelos Matemáticos e Métodos Numéricos em Recursos Hídricos ? USP ? São Carlos..
					2004. USP - Escola de Engenharia de São Carlos."
Chang Hung Kiang,"CHANG, H.K.; MACHADO, R.; SANT'ANNA NETO, J. L.. Comissão de Especialistas Premio de Reconhecimento Acadêmico Zeferino Vaz-2016.
						2016.
						INSTITUTO DE GEOCÊNCIAS - UNICAMP."
Chang Hung Kiang,"CHANG, H.K.; GASTMANS, D.; OLIVA, A.. Comissão examinadora do exame de qualificação de Marcelo Martins Reis - mestrado.
						2010.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
Chang Hung Kiang,"CHANG, H.K.; SILVA, F. P.; GASTMANS, D.. Comissão examinadora do exame de qualificação de Andrea Segura Franzini - mestrado.
						2009.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
Chang Hung Kiang,"CHANG, H.K.; PERINOTTO, J.A.J.; KRAHENBUHL, F.M.. Comissão Examinadora do Exame de Qualificação de Carlos da Silva Rosa, nível mestrado.
						2007.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
Chang Hung Kiang,"CHANG, H.K.; DOMINGOS, R.N.; KRUSCHE, A.V.. Comissão Examinadora do Exame de Qualificação de Beatriz Machado Gomes.
						2007.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
Chang Hung Kiang,"CHANG, H.K.; VIDAL, A. C.; SILVA, F. P.. Comissão Examinadora do Exame de Qualificação de Marcia Regina Stradioto.
						2006.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
Chang Hung Kiang,"SINELLI, O.; CHANG, H.K.; VIDAL, A. C.. Comissão Examinadora do Exame de Qualificação de Elias Hideo Teramoto, nível mestrado.
						2006.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
Chang Hung Kiang,"CHANG, H.K.; SILVA, F. P.; VIDAL, A. C.. Comissão Examinadora do Exame geral de Qualificação de Dagmar Carnier Neto, em nível de mestrado.
						2005.
						Universidade Estadual Paulista Júlio de Mesquita Filho."
Chang Hung Kiang,II Congresso Estadual de Comitês de Bacia Hidrográfica. Regionalização de diretrizes de utilização e proteção das águas subterrâneas: projeto bacias do leste. 2010. (Congresso).
Chang Hung Kiang,"CHANG, H.K.. Membro da Comissão Organizadora do XVI Congresso Brasileiro de Águas Subterrâneas e XVII Encontro Nacional de Perfuradores de Poços.. 2010. (Congresso)."
Chang Hung Kiang,"CHANG, H.K.. Membro do Comitê do I CIMAS. 2009. (Congresso)."
Chang Hung Kiang,"CHANG, H.K.; TREVISAN, O. V. ; BASILICI, G. ; PORSANI, M.J. ; TYGEL, M. ; CASTRO, J.C. . Membro do Comitê Científico do 4º Congresso Brasileiro de P & D em Petróleo e Gás. 2007. (Congresso)."
Chang Hung Kiang,"CHANG, H.K.; ROSA FILHO, E.F. ; BOZ FILHO, J. . Membro da Comissão Técnico-Científica do XIV Congresso Brasileiro de Águas Subterrâneas. 2006. (Congresso)."
Chang Hung Kiang,"CHANG, H.K.. Membro da Comissão Organizadora do Seminário Aquífero Guarani. 2003. (Outro)."
Chang Hung Kiang,"Márcio Costa Alberto. Fluxo de Água Subterrânea em Sistema encosta-Rio, Município de Paulínia (SP).
						2005.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Chang Hung Kiang."
Chang Hung Kiang,"Eliana Martins Pereira.
						2007. Instituto de Geociências e Ciências Exatas, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Chang Hung Kiang."
Chang Hung Kiang,"Alice Dutra Soares.
						Contaminação por DNAPL no Estado de São Paulo.
						2022.
						Monografia. (Aperfeiçoamento/Especialização em GESTÃO DE RECURSOS HÍDRICOS E GERENCIAMENTO DE ÁREAS CONTAMINADAS)  - CEA - CENTRO DE ESTUDOS AMBIENTAIS - UNESP,
						Comitês das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí. Orientador: Chang Hung Kiang."
Chang Hung Kiang,"Bruno Santiago Avelar Cuellar.
						ENSAIO DE BOMBEAMENTO EM POÇO TUBULAR PROFUNDO NÃO CONFINADO DO SISTEMA AQUÍFERO GUARANI (SAG), EM ARARAQUARA (SP).
						2022.
						Monografia. (Aperfeiçoamento/Especialização em GESTÃO DE RECURSOS HÍDRICOS E GERENCIAMENTO DE ÁREAS CONTAMINADAS)  - CEA - CENTRO DE ESTUDOS AMBIENTAIS - UNESP,
						Comitês das Bacias Hidrográficas dos Rios Piracicaba, Capivari e Jundiaí. Orientador: Chang Hung Kiang."
César Augusto Moreira,"MOREIRA, C A; GODOY, L. H. ; SARDINHA, D. S. ; DEL ROVERI, C. . Caracterização geofísica em aterro de resíduos sólidos para avaliação de condicionantes de instabilidade geotécnica. In: I Congresso Brasileiro sobre Desastres Naturais, 2012, Rio Claro - SP. Resumos do I Congresso Brasileiro sobre Desastres Naturais. Rio Claro  - SP: Comissão organizadora do I CBDN, 2012. v. 1. p. 1-12."
César Augusto Moreira,"Moraes, M. N.; MOREIRA, C.A.; KISCH, A.. Comissão julgadora de concurso publico de provas e títulos para Professor Adjunto A - DE - Topografia.
						2015. Universidade Federal de São Carlos."
César Augusto Moreira,"MOREIRA, C A; ALMEIDA, M. G. G.; MENEZES, D. B.. Comissão julgadora de concurso publico de provas e títulos para Professor Adjunto A - DE - Geotecnia.
						2015. Universidade Federal de São Carlos."
César Augusto Moreira,"MOREIRA, C A; WESCHENFELDER, Jair; HORN, Norberto Filho. Comissão julgadora de concurso público para provimento da vaga de Professor Assistente na area de Estratigrafia e Sedimentologia.
						2010. Universidade Federal do Pampa."
César Augusto Moreira,XXV Congresso de Iniciação Científica - CIC - 1o Fase. Avaliador do Comitê de Geologia. 2013. (Congresso).
César Augusto Moreira,"Ana Flávia da Silva Araujo. Modelamento estrutural e geofísico entre as minas da Barita e João Dahne (Cu-Ag), escudo Sul-Riograndense (RS).
					Início: 2024.
					Dissertação (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. (Orientador)."
César Augusto Moreira,"Larissa Tinti Castellano. Diagnóstico hidrogeofísico para fins de captação de água subterrânea em área de citricultura (Fazenda São Carlos ? Nova Europa ? SP). Início: 2024. Iniciação científica (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. (Orientador)."
César Augusto Moreira,"Isabela Oliveira Gouveia. Levantamento geofísico pelo método da gamaespectrometria como guia prospectivo em ocorrências de cobre no Escudo Sul-Rio-Grandense. Início: 2024. Iniciação científica (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. (Orientador)."
César Augusto Moreira,"Fernanda Miranda de Siqueira Buchi. Diagnóstico geofísico da percolação de drenagem ácida de mina em aquífero fraturado.
						2023.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Fernanda Cavallari. Caracterização geofísica de contaminação por hidrocarbonetos em acidente ferroviário no munícipio de Botucatu (SP).
						2017.

					Dissertação  (Mestrado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Matheus Felipe Stanfoca Casagrande.
						Estudo da função ecológica e hidrogeológica de áreas úmidas em regiões de cultivo de cana-de-açúcar.
						2023. Tese
					 (Doutorado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Livia Portes Innocente Helene.
						Dinâmica de geração e fluxo de chorume em aterro sanitário a partir de monitoramento geofísico e análise dos condicionantes físico-químicos.
						2019. Tese
					 (Doutorado em Geociências e Meio Ambiente)  - Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Renata Bovi.
						2018. Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico. César Augusto Moreira."
César Augusto Moreira,"Ana Júlia Traíba da Silveira.
						Diagnóstico de fluxo subterrâneo de drenagem ácida de mina em rejeitos de mineração de urânio.
						2022.
						Trabalho de Conclusão de Curso. (Graduação em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Bruna Viana Sampaio.
						Estudo da dispersão de elementos radioativos em cava de mina a céu aberto por meio de levantamento gamaespectrométrico.
						2022.
						Trabalho de Conclusão de Curso. (Graduação em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Bruna Viana Sampaio.
						Estudo da geração de drenagem ácida em mina a céu aberto por meio de análise geoestatística e gamaespectométrica.
						2021.
						Trabalho de Conclusão de Curso. (Graduação em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Samuel Siqueira Reis.
						Prospecção geofísica em área de ocorrência de manganês supergênico na região de Heliodora, sul de Minas Gerais.
						2015.
						Trabalho de Conclusão de Curso. (Graduação em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Alice Marques Pereira.
						Caracterização Geoelétrica do Gabro Santa Catarina, município de São Sepé (RS).
						2011.
						Trabalho de Conclusão de Curso. (Graduação em Geofísica)  - Universidade Federal do Pampa,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Vanessa Puerta.
						Diagnóstico de fluxo subterrâneo de drenagem ácida de mina em rejeitos de mineração de urânio.
						2024.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Larissa Tinti Castellano.
						Levantamento estrutural  e geofísico para reconhecimento de zonas de fluxo em bacias de estabilização química em mina de urânio.
						2024.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Larissa Tinti Castellano.
						Levantamento estrutural e geofísico para reconhecimento de zonas de fluxo em bacias de estabilização química em mina de urânio.
						2024.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Vanessa Puerta.
						Diagnóstico de fluxo subterrâneo de drenagem ácida de mina em rejeitos de mineração de urânio.
						2024.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Bruna Viana Sampaio.
						Diagnóstico geofísico em cava de mina afetada por processo de drenagem ácida na Mina Osamu Utsumi, Caldas - MG.
						2022.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Fernanda Loebel Braido.
						Estudo de emanações radioativas em pilha de rejeito de mineração de urânio a partir de levantamento geofísico.
						2022.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Ana Carolina Gonçalves dos Santos.
						Estudo radiométrico e geológico em mina de urânio a céu aberto afetada por drenagem ácida de mina.
						2022.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Julya Paes de Souza.
						Diagnóstico de fluxo subterrâneo de drenagem ácida de mina em rejeitos de mineração de Urânio.
						2022.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Bruna Viana Sampaio.
						Estudo radiométrico e geológico em mina de urânio a céu aberto afetada por drenagem ácida de mina.
						2021.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Ana Julia Traíba da Silveira.
						Diagnóstico de fluxo subterrâneo de drenagem ácida de mina em rejeitos de mineração de Urânio.
						2021.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Rebeca de Marchi Lourenço.
						Diagnóstico geofísico de áreas potencialmente contaminadas na Mineração Santo Antônio, Mogi Mirim (SP).
						2020.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Fernanda Miranda de Siqueira Buchi.
						Diagnóstico geofísico em pilha de estéril afetada por processo de drenagem ácida em mina de Urânio.
						2020.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Fernanda Loebel Braido.
						Estudo de emanações radioativas em pilhas de rejeito de mineração de Urânio a partir de levantamento geofísico.
						2020.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Anna Carolina Gastmaier Marques.
						Diagnóstico geofísico e hidrogeológico nos arredores de uma lagoa natural posicionada num loteamento residencial.
						2018.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Matheus Mistrinel Pacine Feitoza do Nascimento.
						Análise estrutural e geofísica no embasamento de barragem de rejeitos na mina Osamu Utsumi, Poços de Caldas (MG).
						2018.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Rômulo Bortolozzo.
						Reconhecimento geológico e levantamento estrutural em depósito de manganês na região de Natércia (MG).
						2016.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Samuel Siqueira Reis.
						Reconhecimento geológico e levantamento estrutural em depósito de manganês na região de Natércia (MG).
						2015.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Alan Carrara.
						Analise estatística entre vazões em poços rasos e medidas geofísicas em aquífero livre.
						2015.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Glauber Matheus Lira Vieira.
						Analise estatística entre dados geofísicos e teores de minerio de manganês de origem supergênica.
						2014.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Fernanda Cavallari.
						Medidas de potencial elétrico em aterro sanitário.
						2014.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Alan Carrara.
						Analise estatística entre vazões em poços rasos e medidas geofísicas em aquífero livre.
						2014.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Fernanda Cavallari.
						Correlação entre dados de potencial elétrico natural, vazão de biogás e pluviosidade para o aterro sanitário de Rio Claro - SP.
						2014.
						Iniciação Científica. (Graduando em Engenharia Ambiental)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Glauber Matheus Lira Vieira.
						Caracterização petrofísica e geotécnica de horizontes de solo mineralizados em manganês.
						2012.
						Iniciação Científica. (Graduando em Geologia)  - Universidade Estadual Paulista Júlio de Mesquita Filho,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
César Augusto Moreira,"Alice Marques Pereira.
						Estudo geofísico em depósito de cobre alojado em sedimentos do Grupo Marica (Ediacariano), Bacia Sedimentar do Camaquã (RS).
						2011.
						Iniciação Científica. (Graduando em Geofísica)  - Universidade Federal do Pampa,
						Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: César Augusto Moreira."
Daniel Marcos Bonotto,"BONOTTO, D. M.. Comissão de Avaliação do Processo de Promoção por Mérito do
                      Instituto de Geociências. 2012. Universidade Estadual de Campinas."
Daniel Marcos Bonotto,"BONOTTO, D. M.. Comissão de Avaliação do Processo de Promoção por Mérito da
                      Carreira do Magistério Superior da USP. 2012. Universidade de São Paulo."
Daniel Marcos Bonotto,"Bonotto, D.M.. Membro do Comitê Organizador do II Workshop de Espectrometria de Massas Inorgânica.
                      2017. (Congresso)."
Daniel Marcos Bonotto,"Bonotto, D.M.. Comitê Técnico Científico do ""XIII Congresso de Geoquímica dos Paises de Lingua
                      Portuguesa"". 2016. (Congresso)."
Daniel Marcos Bonotto,"Isabella Gumiero Lee. Estudo hidroquímico do Rio Alambari no município de São José dos
                      Campos (SP). 2021. Dissertação (Mestrado em Geociencias (Geociencias e Meio-Ambiente)) -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"João Pedro Massari de Mello. Estudo geoquímico e cronológico (Pb-210) de sedimentos da
                      bacia hidrográfica do Rio Alambari em São José dos Campos (SP). 2021. Dissertação
                      (Mestrado em Geociencias (Geociencias e Meio-Ambiente)) - Universidade Estadual Paulista
                      Júlio de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Juliana Aparecida Galhardi. O Rn-222 em área contaminada por hidrocarbonetos na região
                      de Santa Bárbara d´Oeste (SP). 2012. Dissertação (Mestrado em Geologia Regional) -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Ana Clara Butelli Fianco. Concentrações de radônio nas águas subterrâneas, rochas e
                      solos de Porto Alegre, RS. 2011. Dissertação (Mestrado em Geociências) - Universidade
                      Federal do Rio Grande do Sul, Conselho Nacional de Desenvolvimento Científico e
                      Tecnológico. Coorientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Paulo Giovany Quadros do Amaral. Caracterização radiométrica e de exalação de radônio
                      em rochas ornamentais silicáticas beneficiadas no Estado do Espírito Santo. 2011.
                      Dissertação (Mestrado em Geologia Regional) - Universidade Estadual Paulista Júlio de
                      Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Coorientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Carlos Pinto Fracalossi. Uso da termocronologia por traços de fissão em apatita no
                      reconhecimento de áreas de recarga e análises isotópicas de U234/U238 em águas
                      subterrâneas do aqüífero Itararé no município de Americana (SP). 2007. Dissertação
                      (Mestrado em Geociencias - Geologia Regional(Rc)) - Universidade Estadual Paulista Júlio
                      de Mesquita Filho, Conselho Nacional de Desenvolvimento Científico e Tecnológico.
                      Coorientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"CYNTHIA ROMARIZ DUARTE. Relaçoes Radiometricas e Isotopicas Na Area do Projeto Rio
                      Preto (Go). 1998. Dissertação - Universidade Estadual Paulista Júlio de Mesquita Filho,
                      Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos
                      Bonotto."
Daniel Marcos Bonotto,"ERICA MARTINI TONETTO. O Torio Em Aguas Subterraneas de Aguas da Prata (Sp). 1997.
                      Dissertação - Instituto de Geociências e Ciências Exatas de Rio Claro, Conselho Nacional
                      de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"JORGE LUIS NEPOMUCENO DE LIMA. Implementacao de Metodologia Para A Mensuracao de Rn-222
                      e Sua Aplicacao No Estudo da Radioatividade das Aguas de Aguas da Prata. 1994.
                      Dissertação - Instituto de Geociências e Ciências Exatas de Rio Claro, Conselho Nacional
                      de Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
Daniel Marcos Bonotto,"Leonardo Alfredo Salim. Radônio em área de extração de carvão mineral no município de
                      Figueira (PR). 2018. Tese (Doutorado em Geociencias (Geociencias e Meio-Ambiente)) -
                      Universidade Estadual Paulista Júlio de Mesquita Filho, Conselho Nacional de
                      Desenvolvimento Científico e Tecnológico. Orientador: Daniel Marcos Bonotto."
